HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL000,No Created Hazard Identified,0.0,Spray_equipment_1.png
EL000,No Created Hazard Identified,0.0,Spray_booth.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Leak_1.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Leak_2.png
GA045,"Gas connector passes through wall, floor, ceiling, partition or into appliance",2.0,1600.png
EL058,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage and adequate mechanical protection has not been provided",3.0,View01_main_distribution.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Remains_of_station_ground.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Station_ground_dug_up.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Safe_operator_arra_eroded__gradient_mat_hanging_in_ditch.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Damaged_switch_handle_assembly.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,New_safety_valve_installed_on_expansion_line.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Safety_valve_1992.png
EL000,No Created Hazard Identified,0.0,Pic4.png
EL000,No Created Hazard Identified,0.0,Pic2.png
EL000,No Created Hazard Identified,0.0,Tpic3.png
EL000,No Created Hazard Identified,0.0,Pic1.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,600_amp_breaker_covers.png
EL158,"Installation of electrical equipment
Inadequate ventilation is provided for equipment.",3.0,Inverter_battery_pack.png
EL158,"Installation of electrical equipment
Inadequate ventilation is provided for equipment.",3.0,Inverter.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,View01_feeder.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,View02_feeder.png
GA078,Relief style regulator/device terminated outdoors but not in a compliant manner,2.0,No_swing_joint.png
EL063,"General
Location of equipment does not allow for proper access to disconnecting means",4.0,High_line_at_disconnect.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Open_panel.png
EL245,"All locations
• Equipment is damaged and needs to be either replaced or repaired; and 
• not suitable for continued use.",4.0,Listing.png
EL140,"Installation of electrical equipment
Residential: 
receptacle within 1.5 m of a sink is not GFCI protected.",3.0,Forgot_to_shoot_new_photos.png
EL159,"Protection and control
Safety controls required for the safe operation of equipment are not provided or damaged.",3.0,No_local_disconnect_from_howie.png
EL077,"Effective grounding, high voltage
Fence is damaged.",3.0,Detail01_transformer_fence_enclosure_grounding.png
EL077,"Effective grounding, high voltage
Fence is damaged.",3.0,View02_load_break_switch_.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,SAFETY_VALVE_FOR_AIR_RECEIVER.png
PR013,"Defects found where the required mechanical integrity may no longer exist. 
May not be capable of providing support or retaining rope(s)",4.0,Number_of_clips_used_on_safety_strap_not_meeting_manufacture_specification.png
PR015,"Wear or defects that are:
Reasonably detectable by maintenance program
Likely to propagate",2.0,Combo_sheaves.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Staples_not_approved_for_the_use_or_correct_size_for_cables_installed_2.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Staples_not_approved_for_the_use_or_correct_size_for_cables_installed_3.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Staples_not_approved_for_the_use_or_correct_size_for_cables_installed_5.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Staples_not_approved_for_the_use_or_correct_size_for_cables_installed_6.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Staples_not_approved_for_the_use_or_correct_size_for_cables_installed_1.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Staples_not_approved_for_the_use_or_correct_size_for_cables_installed_4.png
BP043,1.2.0 Corrosion/PSI Retention - Active local or general corrosion or erosion that causes thinning of a pressure retaining component which reduces the corrosion allowance,2.0,CUI_1.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,Live_conductor_in_junction_in_workshop_area.png
EL127,"Installation of electrical equipment
Residential: 
kitchen counter receptacles are not properly spaced.",3.0,150_cm_to_first_receptacle_right_side_walloven.png
EL127,"Installation of electrical equipment
Residential: 
kitchen counter receptacles are not properly spaced.",3.0,Spacing_exceeded.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Hall_light_junction_box.png
EL149,"Installation of electrical equipment
Boxes for lighting equipment are not suitable",3.0,Out_of_reach.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Detail02_meter_base.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,View01_service_equipment.png
EL078,"Installation
Grounding; 
conductor is not continuous.",4.0,Ground_joint.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,D.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Water_on_breaker.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Water_at_neutral_bus.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Flexible_cables_and_power_bars.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Flexible_cable_used_for_permanent_installation.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Flexible_cord_from_outside_plug_to_crawl_.png
EL015,"Placement of equipment does not allow for adequate access or egress.
Working space or clearances around equipment are inadequate",3.0,View01_service.png
EL029,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
burial depth and protection for underground cables or raceways",3.0,Service_conductors.png
EL069,"General
Equipment is not approved for the specific use",3.0,Trailer_box.png
EL069,"General
Equipment is not approved for the specific use",3.0,Street_view.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Detail01_system_ground_conductor.png
EL054,"Protection and control
Receptacle rating is not compatible with branch circuit rating",4.0,Over_current_device_exceeds_receptacle_rating.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,__test_gauge.png
PR015,"Wear or defects that are:
Reasonably detectable by maintenance program
Likely to propagate",2.0,Diagonal_bracing_link_plates.png
EL027,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
clearances provided for overhead conductors.",3.0,Attachment01.png
