"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"55","AMOP-555411-2016","2046012","4/6/2016","4/6/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","","(1 day) Contractors licence is expired. R",1,"Non-Compliances for Amusement Devices Technology","1300","WOOLRIDGE",NA,"Street","Coquitlam","Lower Mainland North","BC","V3K6Y6",49.2324404,-122.8577572,NA,"4/26/1999","AM - Operating","Kiddie Rides","Active","Fun4kidz Vending Ltd DBA Crash Crawly's"
"56","AMOP-555629-2016","2045353","4/6/2016","4/6/2016","Kevan McIntosh","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Checklist item #3","(7 Days) or prior to next set up. Repair",1,"Non-Compliances for Amusement Devices Technology","7120","205",NA,"Street","Langley","Lower Mainland South","BC","V2Y1T1",49.1320256,-122.6543287,NA,"1/22/1997","AM - Operating","Major Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"57","AMOP-555355-2016","2048342","4/6/2016","4/6/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","4 - Major","The restraint of a passenger carrier unit (PCU) is not engaging within the manufactures requirement of becoming fully locked (unable to lift restraint) with in 3 clips of the pawl. 

This results in a hazard in which the restraint may inadvertently open d","""(7 days) or next setup. Scenery panels s",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V3A4P7",49.1295575,-122.651562,NA,"3/4/2003","AM - Operating","Major Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"58","AMOP-555929-2016","2038796","4/7/2016","4/7/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Missing R keys in several locations.","( 0 Days) Complete final adjustment of de",1,"Non-Compliances for Amusement Devices Technology","7120","205",NA,"Street","Langley","Lower Mainland South","BC","V2Y1T1",49.1320256,-122.6543287,NA,"1/1/1989","AM - Operating","Kiddie Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"59","AMOP-554369-2016","2042513","4/5/2016","4/7/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","","(1 day) Cross cable missing between sweep",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V2Y1R2",49.1295575,-122.651562,NA,"6/7/1994","AM - Operating","Major Rides","Active","West Coast Amusements Ltd"
"60","AMOP-556240-2016","2044048","4/7/2016","4/7/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","","(7 days) 1 emergency light burned out, an",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V2Y1R2",49.1295575,-122.651562,NA,"4/3/1996","AM - Operating","Kiddie Rides","Active","West Coast Amusements Ltd"
"61","AMIN-556244-2016","AM-360138-2016","4/7/2016","4/7/2016","Cam Surine","AM","Y","AMIN","AM Installation: Acceptance Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","920","Ewen",NA,"Street","New Westminster","Lower Mainland North","BC","V3M5C8",49.1867147,-122.9456131,NA,"3/10/2016","AM - New Installation","Inflatable Devices","Closed","City Of New Westminster, Parks, Culture & Recreation"
"62","AMOP-554371-2016","2053166","4/5/2016","4/11/2016","Wayne Callender","AM","N","AMOP","AM Operating: Periodic Assessment","Cancelled","","","","","",1,"","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V2Y1R2",49.1295575,-122.651562,NA,"12/1/1977","AM - Operating","Major Rides","Active","West Coast Amusements Ltd"
"63","AMOP-559346-2016","3251433","4/13/2016","4/13/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","","(7 days) Lighting facades around perimete",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"5/18/2006","AM - Operating","Major Rides","Active","Shooting Star Amusements Ltd"
"64","AMOP-562857-2016","3484769","4/19/2016","4/13/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","1 - Insignificant","Small air leak","(7 days) Small holes in fabric, at entran",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"4/16/2007","AM - Operating","Inflatable Devices","Active","Shooting Star Amusements Ltd"
"65","AMOP-559176-2016","3730681","4/13/2016","4/13/2016","Brian Macfarlane","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","3 - Moderate","In attempting to operate the main disconnecting breaker of the ride it was determined that it was not possible to switch the breaker into the ""off"" position (toggle would spring back into the ""on"" position).

It therefore makes it not possible to isolate","(7 days) or next setup. None manufacturer",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"3/11/2008","AM - Operating","Major Rides","Active","Shooting Star Amusements Ltd"
"66","AMOP-562821-2016","AM-130737-2014","4/19/2016","4/13/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","","","0 - Compliant","","",1,"","23482","32nd",NA,"Avenue","Langley Township","Lower Mainland South","BC","V2Z2J1",49.05983,-122.57313,NA,"6/13/2014","AM - Operating","Inflatable Devices","Active","Shooting Star Amusements Ltd"
"67","AMOP-562847-2016","AM-130738-2014","4/19/2016","4/13/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","","","0 - Compliant","","",1,"","23482","32nd",NA,"Avenue","Langley Township","Lower Mainland South","BC","V2Z2J1",49.05983,-122.57313,NA,"6/13/2014","AM - Operating","Inflatable Devices","Active","Shooting Star Amusements Ltd"
"68","AMOP-559945-2016","2041020","4/14/2016","4/14/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","","PCU 3, travelling keeper plate is missing",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"5/20/1992","AM - Operating","Kiddie Rides","Active","Shooting Star Amusements Ltd"
"69","AMOP-559202-2016","3730678","4/13/2016","4/14/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","1 - Insignificant","Missing bolt on locking plate.","(7 days) Blocking on one of the front tra",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"3/11/2008","AM - Operating","Major Rides","Active","Shooting Star Amusements Ltd"
"70","AMOP-559196-2016","2043461","4/13/2016","4/14/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Missing R clips","""Lighting facade roof left hand side",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"9/22/1995","AM - Operating","Kiddie Rides","Active","Shooting Star Amusements Ltd"
"71","AMOP-560510-2016","3251433","4/14/2016","4/14/2016","Wayne Callender","AM","N","AMOP","AM Operating: Periodic Assessment","Cancelled","","","None","","",1,"","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"5/18/2006","AM - Operating","Major Rides","Active","Shooting Star Amusements Ltd"
"72","AMOP-559190-2016","AM-230294-2015","4/13/2016","4/15/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Locking plate to be corrected.","(7 days) Hand railing has a cracked weld,",1,"Non-Compliances for Amusement Devices Technology","23482","32",NA,"Avenue","Langley Township","Lower Mainland South","BC","V2Z2J1",49.05983,-122.57313,NA,"4/16/2015","AM - Operating","Major Rides","Active","Shooting Star Amusements Ltd"
"73","AMOP-561425-2016","AM-006389-2013","4/18/2016","4/18/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"5/9/2013","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"74","AMIN-561442-2016","AM-376925-2016","4/18/2016","4/18/2016","Wayne Callender","AM","Y","AMIN","AM Installation: Acceptance Assessment","Passed","","","0 - Compliant","","Ensure daily check list is being complete",1,"Non-Compliances for Amusement Devices Technology","6824","Kirkpatrick",NA,"Crescent","Saanichton","Vancouver Island","BC","V8M1Z9",48.5678774,-123.419801,NA,"4/14/2016","AM - New Installation","Inflatable Devices","Closed","Games2u Victoria"
"75","AMOP-561417-2016","2780139","4/18/2016","4/18/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","In the conveyor chain that is utilized in transporting occupied cars up the lift hill it was observed that the rolling bushing of the chain links were not of a consistent diameter. 

It is theorized, that because the bushing diameters are not consistent w","(1 days) or prior to public operations. C",1,"Non-Compliances for Amusement Devices Technology","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"6/29/2004","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"76","AMOP-561923-2016","2053158","4/18/2016","4/18/2016","Rolf Lutje","AM","N","AMOP","AM Operating: Periodic Assessment","Cancelled","","","","","",1,"","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"12/1/1977","AM - Operating","Kiddie Rides","Active","Pacific National Exhibition"
"77","AMOP-558330-2016","4485399","4/12/2016","4/18/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","0 - Compliant","","(30 days) Provide BCSA with a copy of the",1,"Non-Compliances for Amusement Devices Technology","DIST. LOT","617 & 1486 ALBERI-CLAYOQUOT R",NA,"","Ucluelet","Vancouver Island","BC","V0R3A0",NA,NA,NA,"8/16/2010","AM - Operating","Zipline","Active","Westcoast Wild Adventures Ltd"
"78","AMOP-558332-2016","4485401","4/12/2016","4/18/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","DIST. LOT","617 & 1486 ALBERI-CLAYOQUOT R",NA,"","Ucluelet","Vancouver Island","BC","V0R3A0",NA,NA,NA,"8/16/2010","AM - Operating","Zipline","Active","Westcoast Wild Adventures Ltd"
"79","AMIN-562001-2016","AM-376927-2016","4/18/2016","4/18/2016","Wayne Callender","AM","Y","AMIN","AM Installation: Acceptance Assessment","Passed","","","0 - Compliant","","Ensure all safety regulations, and rider",1,"Non-Compliances for Amusement Devices Technology","6824","Kirkpatrick",NA,"Crescent","Saanichton","Vancouver Island","BC","V8M1Z9",48.5678774,-123.419801,NA,"4/14/2016","AM - New Installation","Inflatable Devices","Closed","Games2u Victoria"
"80","AMOP-558335-2016","4485403","4/12/2016","4/18/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","","(30 days) Replace worn brake rope, as per",1,"Non-Compliances for Amusement Devices Technology","DIST. LOT","617 & 1486 ALBERI-CLAYOQUOT R",NA,"","Ucluelet","Vancouver Island","BC","V0R3A0",NA,NA,NA,"8/16/2010","AM - Operating","Zipline","Active","Westcoast Wild Adventures Ltd"
"81","AMIN-562032-2016","AM-376924-2016","4/18/2016","4/18/2016","Wayne Callender","AM","Y","AMIN","AM Installation: Acceptance Assessment","Passed","","","0 - Compliant","","Ensure all safety regulations, and rider",1,"Non-Compliances for Amusement Devices Technology","6824","Kirkpatrick",NA,"Crescent","Saanichton","Vancouver Island","BC","V8M1Z9",48.5678774,-123.419801,NA,"4/14/2016","AM - New Installation","Inflatable Devices","Closed","Games2u Victoria"
"82","AMOP-558338-2016","4485405","4/12/2016","4/18/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","","(14 days) Launch side check and ensure nu",1,"Non-Compliances for Amusement Devices Technology","DIST. LOT","617 & 1486 ALBERI-CLAYOQUOT R",NA,"","Ucluelet","Vancouver Island","BC","V0R3A0",NA,NA,NA,"8/16/2010","AM - Operating","Zipline","Active","Westcoast Wild Adventures Ltd"
"83","AMOP-558345-2016","4485407","4/12/2016","4/18/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","DIST. LOT","617 & 1486 ALBERI-CLAYOQUOT R",NA,"","Ucluelet","Vancouver Island","BC","V0R3A0",NA,NA,NA,"8/16/2010","AM - Operating","Zipline","Active","Westcoast Wild Adventures Ltd"
"84","AMOP-558348-2016","4485409","4/12/2016","4/18/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","0 - Compliant","","(60 days) Submit BC Professional Engineer",1,"Non-Compliances for Amusement Devices Technology","DIST. LOT","617 & 1486 ALBERI-CLAYOQUOT R",NA,"","Ucluelet","Vancouver Island","BC","V0R3A0",NA,NA,NA,"8/16/2010","AM - Operating","Zipline","Active","Westcoast Wild Adventures Ltd"
"85","AMOP-562380-2016","2965849","4/19/2016","4/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Pin not in key way","(7 days) Sweep arm #2, lift cylinder lock",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"4/10/2005","AM - Operating","Kiddie Rides","Active","Shooting Star Amusements Ltd"
"86","AMOP-559941-2016","2037375","4/14/2016","4/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Slide starting to crack at supports","(7days) observation box at top of ride, h",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"3/1/1986","AM - Operating","Kiddie Rides","Active","Shooting Star Amusements Ltd"
"87","AMOP-562388-2016","2040671","4/19/2016","4/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"11/12/1991","AM - Operating","Kiddie Rides","Active","Shooting Star Amusements Ltd"
"88","AMOP-562381-2016","2037896","4/19/2016","4/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"7/1/1987","AM - Operating","Kiddie Rides","Active","Shooting Star Amusements Ltd"
"89","AMOP-562881-2016","2043460","4/19/2016","4/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","Saet belt repairrs","(30 days) Provide BCSA with NDT report.",1,"Non-Compliances for Amusement Devices Technology","20418","76TH",NA,"Avenue","Langley","Lower Mainland South","BC","V2Y1W2",49.1407942,-122.6567556,NA,"9/22/1995","AM - Operating","Major Rides","Active","Shooting Star Amusements Ltd"
